Date,Price,Return,Sign,avg_positive_XLF,avg_neutral_XLF,avg_negative_XLF,n_XLF,sent_index_XLF,is_trading_day
2018-12-13,21.385791778564453,-0.0072991395298844,-1.0,0.0386860184371471,0.812749981880188,0.1485639810562133,1.0,-0.1098779626190662,1.0
2018-12-14,21.176124572753903,-0.0098040422342793,-1.0,0.22031822651624675,0.5278957553207875,0.2517860267311334,5.0,-0.03146780021488668,1.0
2018-12-17,20.966455459594727,-0.0099012032366369,-1.0,0.14948443342000242,0.4925445634871721,0.3579709940589964,10.0,-0.20848656063899398,1.0
2018-12-18,20.88783264160156,-0.0037499337045636,-1.0,0.1314223230971644,0.4173084149758021,0.4512692455512782,12.0,-0.3198469224541138,1.0
2018-12-19,20.6257553100586,-0.0125468896672884,-1.0,0.23339571245014665,0.3789722194725817,0.38763205876404583,11.0,-0.15423634631389918,1.0
2018-12-20,20.442296981811523,-0.0088946235175012,-1.0,0.14374756626784796,0.31571120396256447,0.5405412399106555,9.0,-0.39679367364280754,1.0
2018-12-21,20.033540725708008,-0.0199956128446429,-1.0,0.2819160133866327,0.30359213000961704,0.41449186112731695,7.0,-0.13257584774068426,1.0
2018-12-24,19.61159324645996,-0.021062052136724,-1.0,0.2029871508479118,0.40284650176763537,0.39416635017842055,10.0,-0.19117919933050875,1.0
2018-12-26,20.49943923950196,0.0452714872210731,1.0,0.1239325548522174,0.2294701766222715,0.6465972699224949,4.0,-0.5226647150702775,1.0
2018-12-27,20.74557113647461,0.0120067624336943,1.0,0.2734850198030471,0.5264777019619942,0.2000373192131519,2.0,0.07344770058989522,1.0
2018-12-28,20.736780166625977,-0.0004237516427386,-1.0,0.29427834274247283,0.15196993760764593,0.5537517070770264,2.0,-0.25947336433455354,1.0
2018-12-31,20.9389591217041,0.0097497756861748,1.0,0.06949052276710664,0.3206537949542205,0.6098556742072105,3.0,-0.5403651514401039,1.0
2019-01-02,21.11477279663086,0.0083964858952572,1.0,0.22334618462870517,0.4227778163428108,0.35387599212117493,6.0,-0.13052980749246976,1.0
2019-01-03,20.64008522033692,-0.0224813016396597,-1.0,0.23269791677594182,0.3313930444419384,0.4359090268611908,5.0,-0.203211110085249,1.0
2019-01-04,21.325742721557617,0.0332197030148457,1.0,0.02649731111402308,0.29689497345437604,0.6766077193121115,6.0,-0.6501104081980884,1.0
2019-01-07,21.352113723754883,0.0012365807156908,1.0,0.045117410698107256,0.4898760217641081,0.4650065659412316,7.0,-0.4198891552431243,1.0
2019-01-08,21.36969566345215,0.0008234285338086,1.0,0.09195141339053707,0.3828833835820357,0.525165205510954,6.0,-0.43321379212041694,1.0
2019-01-09,21.47517776489257,0.0049360600685028,1.0,0.09322633929550642,0.3699673503637314,0.5368063323199749,5.0,-0.4435799930244685,1.0
