Date,Price,Return,Sign,avg_positive_XLK,avg_neutral_XLK,avg_negative_XLK,n_XLK,sent_index_XLK,is_trading_day
2019-08-06,72.78734588623047,0.0166340873741672,1.0,0.1933322191238403,0.607826991379261,0.1988408146426081,5.0,-0.0055085955187678115,1.0
2019-08-07,73.24100494384766,0.0062326638249219,1.0,0.4273839220404625,0.5593548516432444,0.013261249909798267,3.0,0.4141226721306642,1.0
2019-08-08,75.03683471679688,0.0245194583870884,1.0,0.29227062277495863,0.32285494506359097,0.3848744485527277,5.0,-0.09260382577776904,1.0
2019-08-09,74.1861801147461,-0.0113364936735579,-1.0,0.4870879724621773,0.49863428622484207,0.0142777487635612,2.0,0.4728102236986161,1.0
2019-08-12,73.21265411376953,-0.0131227406434834,-1.0,0.07600966654717918,0.6131040249019861,0.3108863141387701,4.0,-0.23487664759159094,1.0
2019-08-13,75.04630279541016,0.0250455157491109,1.0,0.30774930731526445,0.5088077299296856,0.18344297951885627,7.0,0.12430632779640818,1.0
2019-08-14,72.74005889892578,-0.0307309462369067,-1.0,0.0830214420954386,0.8795458873112997,0.037432674939433704,3.0,0.0455887671560049,1.0
2019-08-15,72.60777282714844,-0.0018186137567081,-1.0,0.42840664957960445,0.539789634446303,0.03180371814717844,3.0,0.39660293143242603,1.0
2019-08-16,73.98770141601562,0.0190052460657659,1.0,0.44176045308510464,0.5319901357094446,0.02624937395254767,3.0,0.41551107913255697,1.0
2019-08-19,75.11245727539062,0.0152019300214607,1.0,0.2855532516592315,0.32356253266334534,0.39088422738547834,7.0,-0.10533097572624683,1.0
2019-08-20,74.7343978881836,-0.0050332448294285,-1.0,0.30153157413005827,0.646382038295269,0.052086400054395146,5.0,0.24944517407566313,1.0
2019-08-21,75.61338806152344,0.01176152077461,1.0,0.5972029669210315,0.3895086571574211,0.013288371730595775,4.0,0.5839145951904356,1.0
2019-08-22,75.43382263183594,-0.0023747835441707,-1.0,0.3724707560613751,0.6115869870409368,0.015942260390147525,4.0,0.3565284956712276,1.0
2019-08-23,72.93856811523438,-0.033078722906301,-1.0,0.0684063136577606,0.1461793929338455,0.7854142785072327,1.0,-0.717007964849472,1.0
2019-08-26,73.94990539550781,0.0138656037046909,1.0,0.1662318222224712,0.8222143451372782,0.011553824724008566,3.0,0.15467799749846264,1.0
2019-08-27,73.83648681640625,-0.0015337217606292,-1.0,0.1560696420492604,0.4775237347930669,0.36640660773264244,8.0,-0.21033696568338203,1.0
2019-08-28,73.90266418457031,0.0008962691890881,1.0,0.27491734176874155,0.28607273101806635,0.43900989027072984,3.0,-0.1640925485019883,1.0
2019-08-29,75.18807220458984,0.0173932568494317,1.0,0.2759307667613029,0.7014692485332489,0.022600028663873638,5.0,0.2533307380974293,1.0
2019-08-30,75.16915893554688,-0.000251546136088,-1.0,0.046176793985068756,0.4189129251986741,0.5349102426320315,5.0,-0.4887334486469627,1.0
2019-09-03,74.25235748291016,-0.0121965107182164,-1.0,0.02929030079394575,0.47018749453127384,0.500522194430232,4.0,-0.4712318936362863,1.0
2019-09-04,75.51887512207031,0.0170569350535658,1.0,0.45282774697989225,0.0730292089283466,0.4741430813446641,2.0,-0.021315334364771843,1.0
2019-09-05,77.09730529785156,0.0209011346266723,1.0,0.07552493410184977,0.9000080972909927,0.024466992123052426,4.0,0.051057941978797344,1.0
2019-09-06,77.03114318847656,-0.0008581637077896,-1.0,0.3512357054278254,0.3797536678612232,0.2690106446389109,4.0,0.0822250607889145,1.0
2019-09-09,76.45458984375,-0.0074846785450901,-1.0,0.033920697557429436,0.12095022791375713,0.8451290627320608,6.0,-0.8112083651746314,1.0
2019-09-10,76.06709289550781,-0.005068328128293,-1.0,0.2988435231770078,0.5117175026486317,0.18943895896275834,6.0,0.10940456421424946,1.0
2019-09-11,76.86103057861328,0.0104373343700157,1.0,0.04857349970067538,0.6020422782748938,0.34938423273464037,6.0,-0.300810733033965,1.0
2019-09-12,77.2768783569336,0.0054103851482316,1.0,0.25040766822972466,0.32997587216751917,0.41961642926824944,7.0,-0.16920876103852478,1.0
2019-09-13,76.70980834960938,-0.0073381588307046,-1.0,0.04930664133280513,0.23830482643097636,0.7123885662294924,4.0,-0.6630819248966873,1.0
2019-09-16,76.52075958251953,-0.0024644666849934,-1.0,0.10036476577321682,0.7139860830373235,0.18564916102008683,9.0,-0.08528439524687001,1.0
2019-09-17,76.8326644897461,0.0040760822151824,1.0,0.16124741137027737,0.46074302345514295,0.3780095811933279,5.0,-0.21676216982305052,1.0
2019-09-18,76.82321166992188,-0.0001230312639421,-1.0,0.46897085942327976,0.05013335868716235,0.4808957991190254,2.0,-0.011924939695745651,1.0
2019-09-19,76.99331665039062,0.0022142393785828,1.0,0.2529871806036681,0.5490308857988566,0.197981949429959,8.0,0.05500523117370909,1.0
2019-09-20,76.095458984375,-0.01166150134943,-1.0,0.5350701063871384,0.37666586413979525,0.08826403168495738,4.0,0.446806074702181,1.0
2019-09-23,76.3324966430664,0.0031150039943919,1.0,0.4964405931532383,0.49010034650564194,0.0134591017849743,2.0,0.482981491368264,1.0
2019-09-24,75.59298706054688,-0.0096880046512497,-1.0,0.09246496794124441,0.8725408911705017,0.034994135300318335,3.0,0.057470832640926076,1.0
2019-09-25,76.4936752319336,0.0119149699781715,1.0,0.11374167026951908,0.5031281393021345,0.3831302251201123,4.0,-0.2693885548505932,1.0
2019-09-26,76.57898712158203,0.0011152803076825,1.0,0.0581618674099445,0.6034136340022087,0.33842448629438876,5.0,-0.28026261888444426,1.0
2019-09-27,75.55503845214844,-0.0133711440686451,-1.0,0.3195989206433296,0.6632460504770279,0.0171550142889221,3.0,0.30244390635440754,1.0
2019-09-30,76.35144805908203,0.010540787527201,1.0,0.3803593819029629,0.054536791518330546,0.56510379165411,2.0,-0.18474440975114703,1.0
2019-10-01,75.64037322998047,-0.0093131806557397,-1.0,0.03944619372487063,0.5889959745109081,0.37155785659948987,3.0,-0.33211166287461924,1.0
2019-10-02,74.21822357177734,-0.0188014627304806,-1.0,0.041411974777777937,0.7456924120585123,0.212895614405473,3.0,-0.17148363962769506,1.0
2019-10-03,75.12841796875,0.0122637588609539,1.0,0.43330690264701843,0.34882482637961704,0.21786825545132157,3.0,0.21543864719569686,1.0
2019-10-04,76.37044525146484,0.0165320569272664,1.0,0.32193558538953465,0.39720331877470016,0.28086108528077597,3.0,0.04107450010875868,1.0
2019-10-07,76.04806518554688,-0.0042212673352429,-1.0,0.7788141171137491,0.20756942033767692,0.013616492971777866,3.0,0.7651976241419712,1.0
2019-10-08,74.65433502197266,-0.0183269641400305,-1.0,0.0435802601277828,0.812538206577301,0.1438815146684646,1.0,-0.10030125454068181,1.0
2019-10-09,75.76361846923828,0.0148589287807483,1.0,0.1061912508681416,0.652999897301197,0.2408088594675064,5.0,-0.1346176085993648,1.0
2019-10-10,76.28507995605469,0.0068827426323114,1.0,0.2553026296664029,0.4962423946708441,0.2484549593646079,4.0,0.006847670301794978,1.0
2019-10-11,77.33748626708984,0.0137957030606956,1.0,0.0194796398282051,0.4323993623256683,0.5481210350990295,1.0,-0.5286413952708244,1.0
2019-10-14,77.29008483886719,-0.0006129165881982,-1.0,0.3956916950643062,0.5771641708910465,0.02714412230998272,5.0,0.3685475727543235,1.0
2019-10-15,78.14339447021484,0.0110403505588927,1.0,0.32254878325121744,0.6066751014441252,0.07077614098255118,7.0,0.25177264226866625,1.0
2019-10-16,77.60296630859375,-0.0069158521367673,-1.0,0.19372113394950113,0.4700269007257053,0.3362519922001021,7.0,-0.14253085825060097,1.0
2019-10-17,77.45127868652344,-0.0019546626796083,-1.0,0.5827548007170359,0.19967002173264817,0.21757519897073505,3.0,0.3651796017463008,1.0
2019-10-18,76.71174621582031,-0.009548357151033,-1.0,0.044638554565608474,0.7952968627214432,0.160064578987658,4.0,-0.11542602442204952,1.0
2019-10-21,77.5365982055664,0.0107526165214055,1.0,0.28983296593651175,0.4580196440219879,0.25214739819057286,8.0,0.0376855677459389,1.0
