Date,Price,Return,Sign,avg_positive_XLE,avg_neutral_XLE,avg_negative_XLE,n_XLE,sent_index_XLE,is_trading_day
2018-10-10,54.74544525146485,-0.0313668696487878,-1.0,0.0285309087485075,0.1147550418972969,0.856714129447937,1.0,-0.8281832206994295,1.0
2018-10-11,52.89275741577149,-0.0338418625911858,-1.0,0.44379591289907694,0.04364308994263405,0.5125609524548054,2.0,-0.06876503955572844,1.0
2018-10-12,53.038082122802734,0.0027475350904642,1.0,0.0391127355396747,0.2921305894851684,0.6687566637992859,1.0,-0.6296439282596111,1.0
2018-10-15,52.59486770629883,-0.0083565317365303,-1.0,0.2411946207284927,0.7414698004722595,0.0173355657607316,1.0,0.2238590549677611,1.0
2018-10-16,53.030799865722656,0.0082884923650377,1.0,0.3202190312246481,0.13226450483004248,0.5475164353847503,3.0,-0.22729740416010213,1.0
2018-10-17,52.69659805297852,-0.0063020322829441,-1.0,0.11736649908125393,0.3105448581278324,0.5720886539667844,5.0,-0.45472215488553047,1.0
2018-10-18,52.43503952026367,-0.0049634804214855,-1.0,0.1620213662584622,0.40973452292382717,0.4282440772900979,3.0,-0.2662227110316357,1.0
2018-10-19,51.97004318237305,-0.0088680459125224,-1.0,0.15705507993698115,0.3047512033954262,0.5381937175989151,2.0,-0.38113863766193395,1.0
2018-10-22,51.39606475830078,-0.0110444092197126,-1.0,0.25515736080706114,0.26890552043914795,0.4759371248073876,4.0,-0.22077976400032645,1.0
2018-10-23,50.05195999145508,-0.0261519004065116,-1.0,0.31692004824678105,0.35028062015771866,0.3327993435474733,6.0,-0.015879295300692264,1.0
2018-10-24,48.07573699951172,-0.0394834286665445,-1.0,0.03147322032600635,0.2659568656235933,0.7025699019432068,2.0,-0.6710966816172005,1.0
2018-10-25,48.66424179077149,0.0122412016536688,1.0,0.37784129727099625,0.28717195907873766,0.33498672928128925,7.0,0.04285456798970699,1.0
2018-10-26,48.30097579956055,-0.0074647416222527,-1.0,0.0211535785347223,0.0456872284412384,0.9331592321395874,1.0,-0.9120056536048651,1.0
2018-10-29,47.400047302246094,-0.0186523870874395,-1.0,0.22628856413066384,0.19385897964239118,0.5798524878919125,5.0,-0.3535639237612486,1.0
2018-10-30,48.49713134765625,0.0231452099280535,1.0,0.11560152075253423,0.40955938911065454,0.47483906731940806,4.0,-0.35923754656687384,1.0
2018-10-31,48.795021057128906,0.0061424191739756,1.0,,,,,,
2018-11-01,49.20915222167969,0.0084871602794456,1.0,,,,,,
2018-11-02,49.08565521240234,-0.0025096349703611,-1.0,0.4277406508723895,0.3488853201270103,0.2233740538358688,3.0,0.2043665970365207,1.0
2018-11-05,49.90663528442383,0.0167254581500229,1.0,0.20664209114121537,0.422266260055559,0.37109164281615187,14.0,-0.1644495516749365,1.0
2018-11-06,50.13913345336914,0.004658662472841,1.0,0.30720777239184827,0.30848146486096084,0.3843107506399974,8.0,-0.07710297824814916,1.0
2018-11-07,50.96014022827149,0.0163745704872604,1.0,,,,,,
2018-11-08,49.85578536987305,-0.0216709540721745,-1.0,0.0277428552508354,0.1261333674192428,0.8461237549781799,1.0,-0.8183808997273445,1.0
2018-11-09,49.76860046386719,-0.0017487420037423,-1.0,0.03856709203682835,0.2748731020838022,0.6865597994765267,8.0,-0.6479927074396983,1.0
2018-11-12,48.73689651489258,-0.0207300173072707,-1.0,0.22566042039543385,0.38671591840684416,0.38762362617999313,5.0,-0.16196320578455928,1.0
2018-11-13,47.61800765991211,-0.0229577370532522,-1.0,0.14048090881922023,0.28578291672535916,0.5737361555749719,11.0,-0.43325524675575167,1.0
2018-11-14,47.53808975219727,-0.001678312714921,-1.0,0.26158031485974786,0.1507339175790548,0.5876857697963714,5.0,-0.3261054549366236,1.0
2018-11-15,48.23556900024414,0.0146720083133888,1.0,0.0368637293577194,0.1057244166731834,0.8574118614196777,1.0,-0.8205481320619583,1.0
2018-11-16,48.80954360961914,0.011899405796832,1.0,0.1045736819505691,0.019054708071053,0.8763716518878937,2.0,-0.7717979699373245,1.0
2018-11-19,48.795021057128906,-0.0002975351010529,-1.0,0.35193363809958095,0.31843636650592083,0.32962996978312725,6.0,0.022303668316453695,1.0
2018-11-20,47.19661331176758,-0.0327575992536189,-1.0,0.10213297121226783,0.14296832680702204,0.7548987433314324,5.0,-0.6527657721191645,1.0
2018-11-21,47.93770217895508,0.0157021619812438,1.0,0.3429496095826228,0.038348541905482564,0.6187018205722173,3.0,-0.2757522109895945,1.0
2018-11-23,46.43374252319336,-0.031373211217912,-1.0,0.05160000351154138,0.17393762432038778,0.7744623577843109,9.0,-0.7228623542727696,1.0
2018-11-26,47.1312255859375,0.015021039116021,1.0,0.45499148443341253,0.21726335287094117,0.3277451446279883,10.0,0.1272463398054242,1.0
2018-11-27,47.00045394897461,-0.0027746283984159,-1.0,0.0209743343293666,0.0373854003846645,0.9416402578353882,1.0,-0.9206659235060216,1.0
2018-11-28,47.80692672729492,0.0171588295550475,1.0,0.25218107597902417,0.5064466185867786,0.2413723194040358,4.0,0.010808756574988365,1.0
2018-11-29,48.11933898925781,0.0065348744073214,1.0,0.4915738105773926,0.1251749098300933,0.3832513391971588,1.0,0.10832247138023376,1.0
2018-11-30,48.03215026855469,-0.0018119268164217,-1.0,0.3636428415775299,0.4307628603031238,0.20559426909312603,6.0,0.15804857248440388,1.0
2018-12-03,49.10017395019531,0.0222356000235082,1.0,0.2396565509790724,0.41623327000574634,0.34411017452789977,11.0,-0.10445362354882737,1.0
2018-12-04,47.69066619873047,-0.0287067771469521,-1.0,0.19614232005551452,0.350560060236603,0.45329763856716454,8.0,-0.25715531851165,1.0
2018-12-06,46.81154251098633,-0.01843387307866,-1.0,0.20572756107896562,0.3632397960871458,0.4310326341167092,25.0,-0.2253050730377436,1.0
2018-12-07,46.549991607666016,-0.0055873164884264,-1.0,0.3192906068870797,0.15521692042239008,0.5254924347391352,8.0,-0.20620182785205549,1.0
2018-12-10,45.82344818115234,-0.0156078100429566,-1.0,0.21279842220246784,0.6895542144775391,0.0976473577320575,2.0,0.11515106447041033,1.0
2018-12-11,45.83796310424805,0.0003167575481952,1.0,0.0874103382229805,0.1586037725210189,0.7539858818054199,1.0,-0.6665755435824394,1.0
2018-12-12,46.01960372924805,0.0039626679001181,1.0,,,,,,
2018-12-13,46.16492462158203,0.0031578040782134,1.0,0.44982199277728796,0.11379333734512324,0.43638464733958243,5.0,0.013437345437705528,1.0
2018-12-14,45.111419677734375,-0.02282046277522,-1.0,0.07238046762843924,0.31681303183237713,0.6108064875006676,3.0,-0.5384260198722284,1.0
2018-12-17,44.2904167175293,-0.0181994485225722,-1.0,0.3324266909621656,0.49322112494458753,0.17435218688721457,6.0,0.15807450407495102,1.0
2018-12-18,43.24418258666992,-0.0236221333732743,-1.0,0.0229059322737157,0.1874811130110174,0.7896129339933395,4.0,-0.7667070017196238,1.0
2018-12-19,42.73560333251953,-0.0117606397838853,-1.0,0.4973412174731493,0.4371898425742983,0.06546895951032636,4.0,0.4318722579628229,1.0
2018-12-20,41.55132675170898,-0.0277117084693029,-1.0,0.024261640384793236,0.3465543172011772,0.6291840529690186,3.0,-0.6049224125842253,1.0
2018-12-21,41.14799118041992,-0.0097069240098925,-1.0,0.03555696718394754,0.17451980262994762,0.789923220872879,5.0,-0.7543662536889315,1.0
2018-12-24,39.48329544067383,-0.0404563064196006,-1.0,0.03582751999298727,0.10304146073758597,0.8611310521761576,3.0,-0.8253035321831703,1.0
2018-12-26,41.93999862670898,0.0622213307834575,1.0,0.40144574254130316,0.3131165361652772,0.28543770670269925,6.0,0.11600803583860392,1.0
